initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
  0.129  |174.179  |  31573  | -22740  | -0.083  | -0.881  |  0.013  |
  0.037  |174.872  |  31681  | -22848  | -0.082  | -0.873  |  0.036  |
 -0.076  |175.526  |  31774  | -22959  | -0.082  | -0.865  |  0.031  |
 -0.082  |175.661  |  31790  | -22985  | -0.082  | -0.860  |  0.009  |
 -0.076  |175.526  |  31770  | -22963  | -0.082  | -0.859  |  0.007  |
 -0.006  |174.949  |  31682  | -22871  | -0.082  | -0.866  |  0.012  |
  0.102  |174.186  |  31563  | -22752  | -0.082  | -0.875  |  0.010  |
  0.163  |173.817  |  31511  | -22689  | -0.084  | -0.884  | -0.006  |
  0.146  |173.894  |  31524  | -22700  | -0.084  | -0.887  |  0.003  |
  0.097  |174.304  |  31590  | -22762  | -0.083  | -0.883  |  0.024  |
 -0.003  |174.994  |  31696  | -22871  | -0.082  | -0.876  |  0.028  |
 -0.074  |175.401  |  31751  | -22943  | -0.082  | -0.870  |  0.014  |
 -0.074  |175.398  |  31750  | -22943  | -0.082  | -0.867  |  0.006  |
 -0.046  |175.058  |  31696  | -22891  | -0.083  | -0.871  |  0.006  |
  0.051  |174.317  |  31581  | -22775  | -0.082  | -0.880  |  0.002  |
  0.162  |173.653  |  31483  | -22666  | -0.083  | -0.889  |  0.008  |
  0.155  |173.608  |  31475  | -22660  | -0.084  | -0.896  | -0.009  |
  0.131  |173.839  |  31505  | -22702  | -0.084  | -0.896  | -0.014  |
  0.063  |174.394  |  31591  | -22789  | -0.083  | -0.890  | -0.008  |
  0.059  |174.413  |  31601  | -22785  | -0.082  | -0.882  |  0.000  |
  0.259  |174.041  |  31551  | -22719  | -0.083  | -0.865  |  0.010  |
  0.222  |174.939  |  31690  | -22860  | -0.082  | -0.843  |  0.016  |
  0.122  |176.373  |  31906  | -23091  | -0.083  | -0.811  | -0.016  |
  0.069  |177.768  |  32110  | -23322  | -0.080  | -0.767  | -0.030  |
  0.109  |178.813  |  32260  | -23498  | -0.078  | -0.718  | -0.083  |
  0.109  |180.102  |  32460  | -23700  | -0.073  | -0.668  | -0.089  |
  0.055  |181.706  |  32719  | -23941  | -0.070  | -0.620  | -0.078  |
  0.026  |183.091  |  32942  | -24150  | -0.065  | -0.566  | -0.052  |
  0.085  |184.246  |  33120  | -24332  | -0.062  | -0.511  | -0.040  |
  0.090  |185.625  |  33329  | -24553  | -0.059  | -0.451  | -0.050  |
  0.067  |187.193  |  33576  | -24795  | -0.055  | -0.400  | -0.062  |
  0.046  |188.729  |  33819  | -25031  | -0.050  | -0.341  | -0.042  |
  0.061  |190.095  |  34029  | -25247  | -0.047  | -0.283  | -0.041  |
  0.075  |191.513  |  34244  | -25474  | -0.044  | -0.219  | -0.052  |
  0.070  |193.039  |  34483  | -25711  | -0.041  | -0.164  | -0.057  |
  0.043  |194.675  |  34745  | -25959  | -0.037  | -0.104  | -0.055  |
  0.036  |196.192  |  34981  | -26196  | -0.034  | -0.043  | -0.048  |
  0.039  |197.654  |  35201  | -26432  | -0.032  |  0.016  | -0.061  |
  0.027  |199.158  |  35432  | -26670  | -0.030  |  0.075  | -0.075  |
 -0.068  |201.002  |  35727  | -26950  | -0.025  |  0.132  | -0.086  |
 -0.313  |203.112  |  36060  | -27275  | -0.019  |  0.180  | -0.046  |
 -0.413  |203.984  |  36194  | -27413  | -0.019  |  0.212  | -0.035  |
 -0.349  |203.449  |  36119  | -27321  | -0.019  |  0.218  | -0.030  |
 -0.162  |201.653  |  35843  | -27037  | -0.018  |  0.198  | -0.022  |
  0.183  |198.911  |  35421  | -26604  | -0.021  |  0.160  | -0.010  |
  0.500  |196.756  |  35096  | -26257  | -0.022  |  0.123  | -0.013  |
  0.462  |196.785  |  35099  | -26263  | -0.022  |  0.096  |  0.009  |
  0.272  |198.222  |  35302  | -26508  | -0.021  |  0.104  | -0.006  |
 -0.091  |200.794  |  35697  | -26915  | -0.019  |  0.130  | -0.030  |
 -0.364  |202.359  |  35941  | -27159  | -0.016  |  0.154  | -0.036  |
 -0.323  |202.051  |  35897  | -27107  | -0.016  |  0.163  | -0.037  |
 -0.151  |200.531  |  35669  | -26861  | -0.016  |  0.149  | -0.016  |
  0.167  |198.113  |  35298  | -26478  | -0.018  |  0.117  |  0.017  |
  0.453  |196.224  |  35012  | -26175  | -0.018  |  0.088  | -0.009  |
  0.428  |196.236  |  35012  | -26179  | -0.017  |  0.068  |  0.028  |
  0.274  |197.471  |  35184  | -26392  | -0.016  |  0.076  |  0.003  |
 -0.014  |199.604  |  35506  | -26735  | -0.016  |  0.097  | -0.035  |
 -0.299  |201.361  |  35783  | -27006  | -0.013  |  0.122  | -0.032  |
 -0.286  |201.374  |  35788  | -27005  | -0.012  |  0.137  | -0.023  |
 -0.163  |200.348  |  35635  | -26838  | -0.012  |  0.130  | -0.015  |
  0.079  |198.449  |  35346  | -26535  | -0.013  |  0.109  |  0.010  |
  0.347  |196.673  |  35076  | -26251  | -0.015  |  0.083  |  0.013  |
  0.364  |196.371  |  35027  | -26206  | -0.012  |  0.064  |  0.020  |
  0.280  |197.029  |  35109  | -26329  | -0.011  |  0.064  | -0.018  |
  0.087  |198.504  |  35326  | -26572  | -0.010  |  0.079  | -0.049  |
 -0.156  |200.075  |  35574  | -26814  | -0.009  |  0.097  | -0.053  |
 -0.202  |200.521  |  35650  | -26877  | -0.006  |  0.112  | -0.030  |
 -0.149  |200.120  |  35591  | -26811  | -0.006  |  0.116  | -0.021  |
 -0.011  |199.030  |  35437  | -26625  | -0.007  |  0.104  |  0.008  |
  0.175  |197.670  |  35323  | -26315  | -0.009  |  0.090  |  0.096  |
  0.303  |196.868  |  35327  | -26061  | -0.020  |  0.079  |  0.380  |
  0.280  |197.282  |  35507  | -26010  | -0.044  |  0.072  |  0.756  |
  0.117  |198.715  |  35811  | -26153  | -0.070  |  0.081  |  0.960  |
 -0.116  |200.556  |  36156  | -26382  | -0.098  |  0.090  |  1.127  |
 -0.264  |201.701  |  36383  | -26512  | -0.127  |  0.101  |  1.306  |
 -0.214  |201.637  |  36406  | -26469  | -0.143  |  0.109  |  1.411  |
 -0.125  |201.018  |  36345  | -26337  | -0.145  |  0.110  |  1.472  |
  0.026  |199.941  |  36209  | -26137  | -0.136  |  0.110  |  1.569  |
  0.186  |199.017  |  36079  | -25979  | -0.126  |  0.109  |  1.616  |
  0.187  |198.930  |  36066  | -25965  | -0.118  |  0.109  |  1.620  |
  0.147  |199.286  |  36109  | -26033  | -0.119  |  0.109  |  1.610  |
  0.026  |200.168  |  36232  | -26185  | -0.127  |  0.110  |  1.575  |
 -0.119  |201.076  |  36368  | -26332  | -0.138  |  0.112  |  1.551  |
 -0.126  |201.259  |  36398  | -26359  | -0.147  |  0.112  |  1.558  |
 -0.119  |201.153  |  36381  | -26343  | -0.150  |  0.112  |  1.559  |
 -0.041  |200.537  |  36290  | -26242  | -0.144  |  0.112  |  1.560  |
  0.090  |199.658  |  36160  | -26098  | -0.134  |  0.111  |  1.582  |
  0.164  |199.245  |  36102  | -26027  | -0.126  |  0.110  |  1.590  |
  0.137  |199.376  |  36115  | -26055  | -0.122  |  0.110  |  1.585  |
  0.081  |199.825  |  36174  | -26136  | -0.125  |  0.110  |  1.551  |
 -0.026  |200.547  |  36285  | -26250  | -0.134  |  0.112  |  1.550  |
 -0.095  |200.964  |  36352  | -26313  | -0.140  |  0.112  |  1.562  |
 -0.089  |200.951  |  36351  | -26310  | -0.144  |  0.112  |  1.567  |
 -0.075  |200.691  |  36316  | -26264  | -0.140  |  0.112  |  1.575  |
  0.021  |199.963  |  36208  | -26145  | -0.133  |  0.112  |  1.587  |
  0.140  |199.254  |  36103  | -26029  | -0.123  |  0.112  |  1.590  |
  0.146  |199.142  |  36088  | -26009  | -0.117  |  0.112  |  1.592  |
  0.124  |199.338  |  36112  | -26046  | -0.116  |  0.112  |  1.592  |
  0.038  |199.969  |  36199  | -26156  | -0.122  |  0.111  |  1.558  |
 -0.074  |200.604  |  36294  | -26259  | -0.128  |  0.113  |  1.557  |
 -0.080  |200.710  |  36312  | -26274  | -0.134  |  0.113  |  1.565  |
 -0.077  |200.611  |  36303  | -26252  | -0.134  |  0.113  |  1.570  |
 -0.024  |200.133  |  36234  | -26172  | -0.129  |  0.113  |  1.586  |
  0.080  |199.415  |  36127  | -26055  | -0.120  |  0.113  |  1.596  |
  0.153  |199.001  |  36064  | -25989  | -0.113  |  0.113  |  1.598  |
  0.139  |199.068  |  36065  | -26009  | -0.108  |  0.114  |  1.581  |
  0.100  |199.418  |  36109  | -26074  | -0.111  |  0.113  |  1.547  |
  0.184  |199.139  |  36064  | -26032  | -0.118  |  0.115  |  1.537  |
  0.286  |199.389  |  36108  | -26066  | -0.136  |  0.116  |  1.539  |
  0.188  |200.800  |  36325  | -26289  | -0.166  |  0.116  |  1.549  |
  0.077  |202.452  |  36584  | -26545  | -0.211  |  0.115  |  1.536  |
  0.099  |203.654  |  36775  | -26729  | -0.257  |  0.117  |  1.552  |
  0.128  |204.918  |  36971  | -26927  | -0.316  |  0.118  |  1.554  |
  0.065  |206.675  |  37240  | -27206  | -0.368  |  0.119  |  1.545  |
  0.023  |208.314  |  37491  | -27466  | -0.426  |  0.119  |  1.529  |
  0.087  |209.680  |  37707  | -27676  | -0.495  |  0.122  |  1.539  |
  0.100  |211.229  |  37950  | -27916  | -0.554  |  0.124  |  1.553  |
  0.056  |213.092  |  38240  | -28207  | -0.625  |  0.126  |  1.543  |
  0.046  |215.016  |  38540  | -28507  | -0.698  |  0.125  |  1.537  |
  0.070  |216.649  |  38798  | -28758  | -0.761  |  0.129  |  1.562  |
  0.074  |218.390  |  39070  | -29029  | -0.838  |  0.131  |  1.571  |
  0.040  |220.327  |  39370  | -29333  | -0.903  |  0.131  |  1.571  |
  0.018  |222.194  |  39661  | -29624  | -0.980  |  0.132  |  1.569  |
  0.032  |223.929  |  39930  | -29896  | -1.046  |  0.133  |  1.566  |
 -0.054  |226.103  |  40263  | -30241  | -1.116  |  0.133  |  1.563  |
 -0.358  |228.896  |  40700  | -30675  | -1.178  |  0.134  |  1.570  |
 -0.561  |230.413  |  40936  | -30912  | -1.226  |  0.135  |  1.576  |
 -0.449  |229.942  |  40865  | -30836  | -1.243  |  0.136  |  1.586  |
 -0.263  |228.248  |  40611  | -30562  | -1.230  |  0.136  |  1.609  |
  0.053  |225.474  |  40185  | -30123  | -1.192  |  0.138  |  1.615  |
  0.439  |222.694  |  39758  | -29683  | -1.147  |  0.141  |  1.608  |
  0.510  |221.911  |  39643  | -29554  | -1.105  |  0.142  |  1.626  |
  0.356  |222.851  |  39780  | -29710  | -1.100  |  0.142  |  1.629  |
  0.067  |224.875  |  40080  | -30041  | -1.115  |  0.143  |  1.602  |
 -0.275  |226.940  |  40395  | -30370  | -1.139  |  0.143  |  1.581  |
 -0.339  |227.328  |  40453  | -30433  | -1.153  |  0.142  |  1.578  |
 -0.250  |226.424  |  40315  | -30289  | -1.147  |  0.142  |  1.569  |
 -0.001  |224.352  |  39998  | -29960  | -1.123  |  0.143  |  1.572  |
  0.346  |221.969  |  39638  | -29577  | -1.091  |  0.143  |  1.582  |
  0.459  |221.068  |  39507  | -29427  | -1.060  |  0.141  |  1.607  |
  0.360  |221.761  |  39602  | -29548  | -1.056  |  0.142  |  1.605  |
  0.130  |223.531  |  39868  | -29834  | -1.071  |  0.143  |  1.586  |
 -0.193  |225.606  |  40186  | -30163  | -1.099  |  0.143  |  1.579  |
 -0.303  |226.433  |  40316  | -30291  | -1.119  |  0.142  |  1.546  |
 -0.232  |225.936  |  40239  | -30213  | -1.124  |  0.142  |  1.547  |
 -0.061  |224.535  |  40029  | -29986  | -1.108  |  0.143  |  1.583  |
  0.203  |222.662  |  39745  | -29686  | -1.085  |  0.144  |  1.595  |
  0.355  |221.565  |  39581  | -29508  | -1.063  |  0.144  |  1.618  |
  0.298  |221.834  |  39623  | -29550  | -1.052  |  0.143  |  1.625  |
  0.170  |222.877  |  39776  | -29722  | -1.061  |  0.144  |  1.614  |
 -0.034  |224.361  |  39997  | -29964  | -1.078  |  0.143  |  1.596  |
 -0.192  |225.356  |  40148  | -30123  | -1.097  |  0.142  |  1.555  |
 -0.161  |225.279  |  40143  | -30104  | -1.106  |  0.143  |  1.560  |
 -0.089  |224.685  |  40070  | -29992  | -1.103  |  0.143  |  1.588  |
  0.049  |223.540  |  39985  | -29720  | -1.094  |  0.143  |  1.688  |
  0.226  |222.380  |  39936  | -29407  | -1.081  |  0.137  |  2.001  |
  0.311  |221.950  |  39978  | -29231  | -1.071  |  0.124  |  2.328  |
  0.247  |222.684  |  40142  | -29296  | -1.069  |  0.106  |  2.526  |
  0.042  |224.413  |  40463  | -29514  | -1.077  |  0.081  |  2.617  |
 -0.228  |226.292  |  40813  | -29750  | -1.088  |  0.051  |  2.772  |
 -0.288  |226.898  |  40951  | -29801  | -1.098  |  0.030  |  2.927  |
 -0.219  |226.472  |  40918  | -29701  | -1.102  |  0.021  |  3.015  |
 -0.065  |225.285  |  40772  | -29477  | -1.102  |  0.029  |  3.105  |
  0.160  |223.749  |  40556  | -29214  | -1.101  |  0.046  | -3.093  |
  0.276  |223.005  |  40443  | -29095  | -1.104  |  0.058  | -3.092  |
  0.219  |223.371  |  40493  | -29159  | -1.105  |  0.063  | -3.103  |
  0.089  |224.403  |  40644  | -29330  | -1.105  |  0.055  | -3.120  |
 -0.090  |225.689  |  40833  | -29542  | -1.102  |  0.039  | -3.128  |
 -0.183  |226.347  |  40933  | -29647  | -1.103  |  0.027  | -3.128  |
 -0.157  |226.241  |  40918  | -29629  | -1.103  |  0.019  | -3.127  |
 -0.095  |225.683  |  40839  | -29534  | -1.103  |  0.024  | -3.117  |
  0.043  |224.608  |  40680  | -29358  | -1.103  |  0.035  | -3.105  |
  0.192  |223.662  |  40533  | -29210  | -1.106  |  0.048  | -3.120  |
  0.189  |223.579  |  40522  | -29195  | -1.107  |  0.057  | -3.120  |
  0.140  |223.964  |  40579  | -29258  | -1.107  |  0.057  | -3.119  |
  0.036  |224.769  |  40696  | -29392  | -1.105  |  0.050  | -3.111  |
 -0.087  |225.587  |  40816  | -29527  | -1.104  |  0.039  | -3.136  |
 -0.115  |225.824  |  40852  | -29565  | -1.105  |  0.032  | -3.135  |
 -0.102  |225.667  |  40830  | -29538  | -1.105  |  0.030  | -3.133  |
 -0.040  |225.109  |  40752  | -29442  | -1.105  |  0.037  | -3.119  |
  0.081  |224.224  |  40621  | -29297  | -1.105  |  0.047  | -3.099  |
  0.173  |223.666  |  40533  | -29211  | -1.108  |  0.056  | -3.125  |
  0.146  |223.765  |  40548  | -29227  | -1.108  |  0.061  | -3.122  |
  0.100  |224.156  |  40605  | -29292  | -1.107  |  0.059  | -3.109  |
  0.011  |224.836  |  40703  | -29406  | -1.107  |  0.051  | -3.135  |
 -0.077  |225.388  |  40781  | -29500  | -1.106  |  0.044  |  3.129  |
 -0.082  |225.436  |  40792  | -29504  | -1.106  |  0.039  |  3.137  |
 -0.080  |225.298  |  40787  | -29466  | -1.106  |  0.040  | -3.127  |
 -0.011  |224.698  |  40706  | -29360  | -1.106  |  0.047  | -3.074  |
  0.115  |223.855  |  40570  | -29233  | -1.107  |  0.056  | -3.070  |
  0.168  |223.544  |  40517  | -29189  | -1.111  |  0.064  | -3.118  |
  0.137  |223.752  |  40548  | -29223  | -1.110  |  0.066  | -3.094  |
  0.081  |224.031  |  40588  | -29270  | -1.110  |  0.062  | -3.102  |
  0.269  |223.759  |  40542  | -29231  | -1.110  |  0.049  | -3.117  |
  0.245  |224.669  |  40677  | -29380  | -1.111  |  0.025  | -3.128  |
  0.125  |226.424  |  40941  | -29663  | -1.111  | -0.017  |  3.129  |
  0.067  |227.889  |  41169  | -29892  | -1.113  | -0.064  |  3.121  |
  0.095  |229.108  |  41361  | -30080  | -1.115  | -0.116  |  3.119  |
  0.103  |230.538  |  41589  | -30298  | -1.117  | -0.169  |  3.116  |
  0.049  |232.302  |  41864  | -30573  | -1.116  | -0.233  | -3.138  |
  0.059  |233.819  |  42098  | -30812  | -1.116  | -0.289  | -3.141  |
  0.081  |235.310  |  42332  | -31043  | -1.116  | -0.359  |  3.140  |
  0.070  |237.039  |  42604  | -31310  | -1.118  | -0.425  | -3.139  |
  0.055  |238.847  |  42881  | -31597  | -1.117  | -0.492  |  3.140  |
  0.061  |240.553  |  43147  | -31863  | -1.119  | -0.556  |  3.135  |
  0.069  |242.314  |  43425  | -32134  | -1.121  | -0.628  |  3.141  |
  0.055  |244.248  |  43727  | -32435  | -1.121  | -0.701  | -3.139  |
  0.042  |246.185  |  44026  | -32740  | -1.120  | -0.783  | -3.141  |
  0.027  |248.103  |  44330  | -33034  | -1.122  | -0.858  | -3.136  |
 -0.013  |250.206  |  44658  | -33362  | -1.123  | -0.927  | -3.133  |
 -0.251  |253.009  |  45091  | -33803  | -1.121  | -0.998  | -3.140  |
 -0.569  |255.363  |  45459  | -34169  | -1.121  | -1.053  | -3.122  |
 -0.485  |255.398  |  45462  | -34177  | -1.119  | -1.086  | -3.125  |
 -0.352  |254.257  |  45289  | -33994  | -1.120  | -1.086  | -3.129  |
 -0.104  |251.928  |  44935  | -33622  | -1.121  | -1.054  | -3.118  |
  0.260  |248.965  |  44482  | -33151  | -1.121  | -1.009  | -3.112  |
  0.525  |247.019  |  44179  | -32847  | -1.124  | -0.967  | -3.104  |
  0.430  |247.275  |  44220  | -32886  | -1.123  | -0.941  | -3.084  |
  0.202  |248.770  |  44446  | -33126  | -1.124  | -0.946  | -3.090  |
 -0.114  |250.816  |  44754  | -33456  | -1.123  | -0.965  | -3.110  |
 -0.298  |251.903  |  44916  | -33633  | -1.121  | -0.980  | -3.124  |
 -0.256  |251.528  |  44863  | -33569  | -1.122  | -0.985  | -3.125  |
 -0.116  |250.181  |  44661  | -33351  | -1.122  | -0.968  | -3.106  |
  0.149  |248.077  |  44335  | -33021  | -1.126  | -0.939  | -3.112  |
  0.393  |246.441  |  44085  | -32761  | -1.126  | -0.912  | -3.096  |
  0.361  |246.432  |  44086  | -32757  | -1.125  | -0.894  | -3.077  |
  0.233  |247.375  |  44225  | -32912  | -1.126  | -0.896  | -3.085  |
  0.006  |248.997  |  44474  | -33169  | -1.126  | -0.914  | -3.094  |
 -0.197  |250.299  |  44671  | -33378  | -1.125  | -0.931  | -3.113  |
 -0.184  |250.379  |  44680  | -33394  | -1.123  | -0.944  | -3.119  |
 -0.120  |249.853  |  44602  | -33308  | -1.124  | -0.943  | -3.120  |
  0.022  |248.718  |  44431  | -33125  | -1.125  | -0.931  | -3.113  |
  0.210  |247.496  |  44243  | -32932  | -1.126  | -0.915  | -3.092  |
  0.248  |247.102  |  44185  | -32867  | -1.125  | -0.901  | -3.087  |
  0.203  |247.378  |  44223  | -32915  | -1.126  | -0.897  | -3.089  |
  0.101  |248.144  |  44340  | -33037  | -1.126  | -0.904  | -3.100  |
 -0.041  |249.087  |  44485  | -33186  | -1.126  | -0.914  | -3.100  |
 -0.091  |249.498  |  44546  | -33253  | -1.125  | -0.925  | -3.118  |
 -0.081  |249.478  |  44543  | -33250  | -1.125  | -0.931  | -3.128  |
 -0.053  |249.113  |  44542  | -33137  | -1.125  | -0.927  | -3.083  |
  0.049  |248.244  |  44523  | -32885  | -1.125  | -0.923  | -2.855  |
  0.203  |247.285  |  44502  | -32607  | -1.119  | -0.914  | -2.537  |
  0.265  |247.063  |  44572  | -32468  | -1.104  | -0.903  | -2.190  |
  0.191  |247.856  |  44748  | -32539  | -1.086  | -0.904  | -2.067  |
  0.010  |249.379  |  45031  | -32731  | -1.061  | -0.909  | -1.934  |
 -0.204  |250.867  |  45305  | -32921  | -1.035  | -0.916  | -1.823  |
 -0.229  |251.242  |  45403  | -32940  | -1.014  | -0.921  | -1.697  |
 -0.165  |250.870  |  45373  | -32854  | -1.008  | -0.923  | -1.636  |
 -0.042  |249.947  |  45259  | -32680  | -1.015  | -0.924  | -1.528  |
  0.137  |248.786  |  45088  | -32489  | -1.028  | -0.924  | -1.473  |
  0.203  |248.301  |  45014  | -32412  | -1.040  | -0.923  | -1.466  |
  0.173  |248.471  |  45029  | -32450  | -1.045  | -0.924  | -1.481  |
  0.097  |249.097  |  45114  | -32560  | -1.040  | -0.926  | -1.514  |
 -0.039  |250.062  |  45266  | -32709  | -1.029  | -0.926  | -1.525  |
 -0.133  |250.607  |  45352  | -32793  | -1.018  | -0.926  | -1.521  |
 -0.114  |250.533  |  45346  | -32776  | -1.013  | -0.926  | -1.513  |
 -0.068  |250.100  |  45280  | -32707  | -1.017  | -0.926  | -1.502  |
  0.045  |249.247  |  45146  | -32575  | -1.027  | -0.927  | -1.503  |
  0.159  |248.539  |  45040  | -32460  | -1.038  | -0.926  | -1.492  |
  0.151  |248.471  |  45032  | -32447  | -1.047  | -0.926  | -1.501  |
  0.128  |248.677  |  45058  | -32485  | -1.048  | -0.926  | -1.505  |
  0.040  |249.334  |  45157  | -32591  | -1.040  | -0.927  | -1.510  |
 -0.065  |249.985  |  45260  | -32691  | -1.033  | -0.927  | -1.510  |
 -0.077  |250.097  |  45277  | -32709  | -1.028  | -0.927  | -1.508  |
 -0.070  |249.950  |  45249  | -32691  | -1.028  | -0.927  | -1.514  |
 -0.013  |249.414  |  45165  | -32608  | -1.035  | -0.927  | -1.526  |
  0.090  |248.654  |  45055  | -32481  | -1.046  | -0.927  | -1.513  |
  0.160  |248.218  |  44991  | -32409  | -1.055  | -0.926  | -1.505  |
  0.143  |248.276  |  44993  | -32425  | -1.060  | -0.927  | -1.509  |
  0.119  |248.555  |  45022  | -32483  | -1.058  | -0.929  | -1.533  |
  0.025  |249.251  |  45127  | -32595  | -1.050  | -0.929  | -1.555  |
 -0.090  |249.895  |  45236  | -32687  | -1.041  | -0.929  | -1.546  |
 -0.089  |249.937  |  45245  | -32691  | -1.036  | -0.929  | -1.530  |
 -0.066  |249.651  |  45200  | -32647  | -1.039  | -0.929  | -1.533  |
  0.025  |248.927  |  45094  | -32527  | -1.048  | -0.929  | -1.521  |
  0.149  |248.141  |  44980  | -32396  | -1.058  | -0.928  | -1.504  |
  0.165  |247.952  |  44951  | -32366  | -1.067  | -0.929  | -1.503  |
  0.155  |248.077  |  44965  | -32391  | -1.068  | -0.929  | -1.505  |
  0.212  |248.077  |  44960  | -32396  | -1.062  | -0.930  | -1.527  |
  0.219  |248.612  |  45035  | -32488  | -1.044  | -0.930  | -1.531  |
  0.159  |249.709  |  45205  | -32660  | -1.017  | -0.931  | -1.543  |
  0.077  |251.082  |  45422  | -32871  | -0.982  | -0.932  | -1.563  |
  0.063  |252.182  |  45596  | -33040  | -0.939  | -0.931  | -1.532  |
  0.100  |253.147  |  45741  | -33196  | -0.896  | -0.930  | -1.542  |
  0.100  |254.340  |  45918  | -33391  | -0.849  | -0.929  | -1.568  |
  0.062  |255.802  |  46145  | -33620  | -0.805  | -0.929  | -1.574  |
  0.020  |257.201  |  46369  | -33832  | -0.753  | -0.931  | -1.560  |
  0.071  |258.323  |  46553  | -33998  | -0.701  | -0.931  | -1.546  |
  0.090  |259.571  |  46744  | -34196  | -0.642  | -0.930  | -1.545  |
  0.077  |261.020  |  46963  | -34429  | -0.589  | -0.929  | -1.558  |
  0.046  |262.572  |  47205  | -34671  | -0.537  | -0.930  | -1.561  |
  0.050  |264.124  |  47454  | -34906  | -0.475  | -0.930  | -1.554  |
  0.070  |265.471  |  47664  | -35116  | -0.411  | -0.930  | -1.552  |
  0.077  |266.921  |  47882  | -35350  | -0.358  | -0.929  | -1.562  |
  0.047  |268.553  |  48133  | -35608  | -0.298  | -0.928  | -1.574  |
  0.034  |270.118  |  48385  | -35844  | -0.238  | -0.931  | -1.565  |
  0.027  |271.593  |  48618  | -36071  | -0.173  | -0.931  | -1.557  |
  0.034  |273.001  |  48834  | -36294  | -0.115  | -0.930  | -1.559  |
 -0.000  |274.569  |  49076  | -36541  | -0.063  | -0.930  | -1.564  |
 -0.188  |276.667  |  49408  | -36863  | -0.006  | -0.931  | -1.555  |
 -0.407  |278.273  |  49662  | -37110  |  0.028  | -0.932  | -1.539  |
 -0.385  |278.190  |  49650  | -37096  |  0.045  | -0.931  | -1.542  |
 -0.261  |276.878  |  49449  | -36888  |  0.031  | -0.932  | -1.533  |
  0.038  |274.294  |  49053  | -36478  | -0.001  | -0.933  | -1.522  |
  0.417  |271.555  |  48635  | -36042  | -0.046  | -0.934  | -1.497  |
  0.521  |270.644  |  48497  | -35896  | -0.081  | -0.937  | -1.503  |
  0.391  |271.507  |  48616  | -36046  | -0.088  | -0.938  | -1.504  |
  0.115  |273.598  |  48919  | -36395  | -0.069  | -0.939  | -1.540  |
 -0.259  |275.968  |  49287  | -36766  | -0.041  | -0.938  | -1.556  |
 -0.367  |276.616  |  49396  | -36859  | -0.022  | -0.939  | -1.538  |
 -0.242  |275.522  |  49237  | -36677  | -0.026  | -0.940  | -1.510  |
  0.015  |273.328  |  48903  | -36327  | -0.051  | -0.942  | -1.493  |
  0.364  |270.875  |  48527  | -35938  | -0.089  | -0.945  | -1.481  |
  0.489  |269.913  |  48379  | -35786  | -0.119  | -0.948  | -1.485  |
  0.386  |270.628  |  48481  | -35907  | -0.125  | -0.949  | -1.483  |
  0.158  |272.453  |  48749  | -36208  | -0.108  | -0.949  | -1.502  |
 -0.171  |274.723  |  49094  | -36571  | -0.079  | -0.947  | -1.524  |
 -0.336  |275.839  |  49269  | -36744  | -0.056  | -0.947  | -1.524  |
 -0.260  |275.336  |  49193  | -36663  | -0.049  | -0.947  | -1.517  |
 -0.076  |273.790  |  48962  | -36412  | -0.064  | -0.947  | -1.500  |
  0.218  |271.661  |  48640  | -36070  | -0.088  | -0.949  | -1.483  |
  0.418  |270.323  |  48439  | -35854  | -0.116  | -0.953  | -1.454  |
  0.364  |270.564  |  48476  | -35892  | -0.128  | -0.953  | -1.458  |
  0.222  |271.715  |  48642  | -36085  | -0.120  | -0.953  | -1.472  |
 -0.020  |273.527  |  48910  | -36382  | -0.098  | -0.951  | -1.498  |
 -0.234  |274.919  |  49125  | -36601  | -0.075  | -0.950  | -1.512  |
 -0.212  |274.922  |  49132  | -36595  | -0.063  | -0.950  | -1.497  |
 -0.120  |274.172  |  49024  | -36469  | -0.066  | -0.950  | -1.480  |
  0.066  |272.748  |  48866  | -36183  | -0.080  | -0.952  | -1.451  |
  0.261  |271.369  |  48772  | -35847  | -0.097  | -0.948  | -1.191  |
  0.357  |270.856  |  48819  | -35640  | -0.112  | -0.934  | -0.878  |
  0.286  |271.674  |  49016  | -35698  | -0.118  | -0.911  | -0.651  |
  0.070  |273.559  |  49373  | -35929  | -0.110  | -0.882  | -0.472  |
 -0.239  |275.727  |  49768  | -36210  | -0.098  | -0.845  | -0.301  |
 -0.333  |276.571  |  49941  | -36300  | -0.090  | -0.821  | -0.181  |
 -0.246  |276.090  |  49891  | -36200  | -0.086  | -0.811  | -0.088  |
 -0.080  |274.813  |  49723  | -35970  | -0.084  | -0.820  | -0.021  |
  0.165  |273.149  |  49497  | -35677  | -0.085  | -0.838  |  0.060  |
  0.301  |272.248  |  49377  | -35516  | -0.086  | -0.854  |  0.124  |
  0.246  |272.600  |  49429  | -35574  | -0.087  | -0.861  |  0.131  |
  0.122  |273.649  |  49583  | -35747  | -0.087  | -0.851  |  0.133  |
 -0.079  |275.105  |  49799  | -35985  | -0.089  | -0.832  |  0.107  |
